CustomerID,City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,Revenue_Per_Month,Tenure_Group,Charge_Group,Cluster,Customer Segment
8821-XNHVZ,Solana Beach,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.05,80.05,Yes,1,82,2943,Competitor offered more data,40.025,0-1 Year,High,2,At Risk Customers
2082-OJVTK,San Marcos,Male,No,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.2,2698.35,Yes,1,91,5292,Competitor made better offer,89.945,2-4 Years,High,1,Loyal Customers
5940-NFXKV,Rancho Santa Fe,Male,No,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.65,1465.75,Yes,1,88,3427,Competitor made better offer,73.2875,1-2 Years,High,2,At Risk Customers
8053-WWDRO,San Diego,Female,No,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,146.3,Yes,1,67,5579,Price too high,20.9,0-1 Year,Low,1,Loyal Customers
9564-KCLHR,San Diego,Male,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.25,51.25,Yes,1,94,2180,Product dissatisfaction,25.625,0-1 Year,Medium,2,At Risk Customers
2082-CEFLT,San Diego,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.6,45.6,Yes,1,88,3037,Service dissatisfaction,22.8,0-1 Year,Medium,2,At Risk Customers
1213-NGCUN,San Diego,Female,No,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.65,267.35,Yes,1,88,4248,Lack of self-service on Website,38.19285714285714,0-1 Year,Medium,1,Loyal Customers
5688-KZTSN,San Diego,Male,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,288.05,Yes,1,73,4672,Network reliability,18.003125,1-2 Years,Low,1,Loyal Customers
2894-QOJRX,San Diego,Female,No,Yes,No,25,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.0,853.0,Yes,1,93,5024,Limited range of services,32.80769230769231,2-4 Years,Low,1,Loyal Customers
5747-PMBSQ,San Diego,Male,Yes,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.5,934.1,Yes,1,77,2415,Lack of affordable download/upload speed,84.91818181818182,0-1 Year,Very High,2,At Risk Customers
3143-JQEGI,San Diego,Female,No,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.35,1222.8,Yes,1,81,3740,Long distance charges,87.34285714285714,1-2 Years,High,2,At Risk Customers
6386-SZZKH,San Diego,Female,No,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.95,5293.2,Yes,1,92,5785,Extra data charges,105.864,4-6 Years,Very High,0,Champions
2982-IHMFT,Indian Wells,Female,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,74.45,Yes,1,67,4291,Price too high,37.225,0-1 Year,High,1,Loyal Customers
3521-SYVOR,Palm Desert,Female,No,No,No,37,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.75,2345.2,Yes,1,80,5554,Product dissatisfaction,61.71578947368421,2-4 Years,Medium,3,Low Value Customers
9526-JAWYF,Blythe,Male,No,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.8,2335.3,Yes,1,71,3452,Service dissatisfaction,86.4925925925926,2-4 Years,High,2,At Risk Customers
5649-VUKMC,Coachella,Female,No,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,95.5,1115.15,Yes,1,88,3538,Lack of self-service on Website,85.78076923076924,0-1 Year,Very High,2,At Risk Customers
5143-EGQFK,Imperial,Female,Yes,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.65,291.4,Yes,1,89,5702,Network reliability,26.49090909090909,0-1 Year,Low,1,Loyal Customers
4919-IKATY,Joshua Tree,Male,No,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,453.75,Yes,1,98,5141,Don't know,75.625,0-1 Year,High,1,Loyal Customers
9050-QLROH,Niland,Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.7,1597.25,Yes,1,89,2931,Competitor had better devices,84.0657894736842,1-2 Years,Very High,2,At Risk Customers
6168-WFVVF,Palm Springs,Female,Yes,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,235.5,Yes,1,98,5165,Competitor offered higher download speeds,58.875,0-1 Year,Medium,1,Loyal Customers
0877-SDMBN,Parker Dam,Female,No,No,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.95,5639.05,Yes,1,99,6117,Competitor offered more data,102.52818181818182,4-6 Years,Very High,0,Champions
8065-YKXKD,Seeley,Female,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,799.65,Yes,1,69,5578,Competitor made better offer,72.69545454545454,0-1 Year,High,1,Loyal Customers
9637-EIHEQ,Thermal,Female,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,50.8,50.8,Yes,1,68,4535,Don't know,25.4,0-1 Year,Medium,1,Loyal Customers
9689-PTNPG,Vidal,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.25,144.55,Yes,1,80,5055,Competitor had better devices,48.18333333333334,0-1 Year,High,1,Loyal Customers
9465-RWMXL,Westmorland,Male,No,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.9,2447.95,Yes,1,90,5949,Competitor offered higher download speeds,74.18030303030302,2-4 Years,High,1,Loyal Customers
2362-IBOOY,Winterhaven,Male,No,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.75,3050.15,Yes,1,76,5272,Competitor offered higher download speeds,82.43648648648649,2-4 Years,High,0,Champions
0843-WTBXE,Landers,Male,No,No,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.45,4517.25,Yes,1,90,4753,Competitor offered higher download speeds,83.65277777777777,4-6 Years,High,0,Champions
5515-IDEJJ,Angelus Oaks,Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,Yes,1,67,5441,Competitor offered more data,9.95,0-1 Year,Low,1,Loyal Customers
7450-NWRTR,Apple Valley,Male,Yes,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.45,1200.15,Yes,1,98,2819,Competitor offered more data,92.31923076923076,0-1 Year,Very High,2,At Risk Customers
5376-DEQCP,Barstow,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.6,70.6,Yes,1,85,4063,Competitor offered more data,35.3,0-1 Year,High,1,Loyal Customers
9095-HFAFX,Big Bear City,Female,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.0,389.6,Yes,1,96,3718,Competitor made better offer,64.93333333333334,0-1 Year,High,2,At Risk Customers
2379-ENZGV,Bloomington,Male,No,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,523.5,Yes,1,72,3420,Competitor made better offer,74.78571428571429,0-1 Year,High,2,At Risk Customers
6005-OBZPH,Ludlow,Female,Yes,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,2277.65,Yes,1,89,4074,Price too high,84.35740740740741,2-4 Years,High,2,At Risk Customers
7932-WPTDS,Green Valley Lake,Female,Yes,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,1,73,5377,Product dissatisfaction,12.4,0-1 Year,Low,1,Loyal Customers
2722-VOJQL,Highland,Male,No,No,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.65,6903.1,Yes,1,98,4870,Service dissatisfaction,106.20153846153846,4-6 Years,Very High,0,Champions
5228-EXCET,Newberry Springs,Male,No,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.85,1008.7,Yes,1,85,5964,Lack of self-service on Website,72.05,1-2 Years,High,1,Loyal Customers
7394-FKDNK,Redlands,Female,No,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.45,853.1,Yes,1,91,4971,Network reliability,85.31,0-1 Year,High,1,Loyal Customers
6331-LWDTQ,Rialto,Male,No,No,No,10,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.15,794.25,Yes,1,98,2457,Limited range of services,72.20454545454545,0-1 Year,High,2,At Risk Customers
1597-FZREH,Shoshone,Female,No,No,No,2,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,76.4,160.8,Yes,1,100,3005,Lack of affordable download/upload speed,53.6,0-1 Year,High,2,At Risk Customers
7000-WCEVQ,Wrightwood,Female,Yes,No,No,20,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,61.6,1174.35,Yes,1,85,3866,Long distance charges,55.92142857142856,1-2 Years,Medium,2,At Risk Customers
0727-IWKVK,Yermo,Male,No,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.9,741.7,Yes,1,100,4748,Extra data charges,74.17,0-1 Year,High,1,Loyal Customers
5959-BELXA,Yucaipa,Male,Yes,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.15,3019.25,Yes,1,79,2246,Price too high,91.49242424242424,2-4 Years,Very High,2,At Risk Customers
3512-IZIKN,San Bernardino,Female,No,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),65.3,4759.75,Yes,1,85,5591,Product dissatisfaction,67.03873239436619,4-6 Years,Medium,0,Champions
6141-OOXUQ,San Bernardino,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,Yes,1,69,5717,Service dissatisfaction,9.825,0-1 Year,Low,1,Loyal Customers
7503-ZGUZJ,Riverside,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.65,84.65,Yes,1,79,4261,Lack of self-service on Website,42.325,0-1 Year,High,1,Loyal Customers
2506-TNFCO,Riverside,Female,Yes,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,69.55,Yes,1,67,5948,Network reliability,34.775,0-1 Year,Medium,1,Loyal Customers
8718-PTMEZ,Lake Elsinore,Female,No,No,No,13,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,31.05,347.25,Yes,1,97,5131,Don't know,24.803571428571427,1-2 Years,Low,1,Loyal Customers
2207-OBZNX,Aguanga,Male,No,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.0,354.05,Yes,1,90,3736,Attitude of service provider,44.25625,0-1 Year,Medium,2,At Risk Customers
6142-VSJQO,Homeland,Female,No,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.35,44.35,Yes,1,90,4599,Attitude of support person,22.175,0-1 Year,Medium,1,Loyal Customers
6437-UKHMV,Moreno Valley,Female,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.7,586.05,Yes,1,98,3109,Attitude of support person,73.25625,0-1 Year,High,2,At Risk Customers
1114-CENIM,San Jacinto,Male,No,No,Yes,54,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.0,3092.65,Yes,1,84,5282,Don't know,56.23,4-6 Years,Medium,3,Low Value Customers
6060-DRTNL,San Jacinto,Female,Yes,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.85,415.55,Yes,1,74,3305,Attitude of service provider,69.25833333333334,0-1 Year,High,2,At Risk Customers
8473-VUVJN,Temecula,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,73.65,Yes,1,86,5443,Attitude of service provider,36.825,0-1 Year,High,1,Loyal Customers
6289-CPNLD,Temecula,Male,No,Yes,No,33,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,73.9,2405.05,Yes,1,73,5374,Attitude of service provider,70.73676470588236,2-4 Years,High,1,Loyal Customers
5536-SLHPM,Temecula,Female,No,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.75,4458.15,Yes,1,79,4398,Attitude of support person,79.60982142857142,4-6 Years,High,0,Champions
0196-VULGZ,Irvine,Female,Yes,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.35,474.9,Yes,1,77,5721,Deceased,67.84285714285714,0-1 Year,High,1,Loyal Customers
8837-VVWLQ,Capistrano Beach,Female,No,No,No,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.95,668.4,Yes,1,81,4437,Moved,74.26666666666667,0-1 Year,High,1,Loyal Customers
2696-NARTR,Corona Del Mar,Male,No,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,73.85,926.25,Yes,1,66,3634,Moved,77.1875,0-1 Year,High,2,At Risk Customers
7614-QVWQL,Costa Mesa,Male,No,Yes,No,49,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),51.8,2541.25,Yes,1,67,5375,Moved,50.825,4-6 Years,Medium,3,Low Value Customers
1976-CFOCS,Dana Point,Female,Yes,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.0,46.0,Yes,1,67,4531,Competitor had better devices,23.0,0-1 Year,Medium,1,Loyal Customers
4631-OACRM,Lake Forest,Male,Yes,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.4,1156.1,Yes,1,74,3621,Competitor offered higher download speeds,72.25625,1-2 Years,High,2,At Risk Customers
3755-JBMNH,Huntington Beach,Male,Yes,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.8,1167.8,Yes,1,86,3327,Competitor offered more data,68.69411764705882,1-2 Years,High,2,At Risk Customers
6345-ULYRW,Laguna Beach,Male,Yes,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,88.4,3912.9,Yes,1,99,2674,Competitor made better offer,86.95333333333333,2-4 Years,High,2,At Risk Customers
1809-DMJHQ,Newport Beach,Female,No,No,Yes,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,221.7,Yes,1,85,4846,Competitor had better devices,36.95,0-1 Year,Medium,1,Loyal Customers
6923-EFPNL,Silverado,Male,No,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.75,201.1,Yes,1,83,3865,Competitor had better devices,40.22,0-1 Year,Medium,1,Loyal Customers
9574-RKJIF,Trabuco Canyon,Male,No,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,2838.7,Yes,1,71,2792,Competitor offered higher download speeds,91.57096774193548,2-4 Years,Very High,2,At Risk Customers
2619-WFQWU,Mission Viejo,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.15,70.15,Yes,1,96,3208,Competitor offered higher download speeds,35.075,0-1 Year,Medium,2,At Risk Customers
0778-NELLA,Anaheim,Male,No,No,No,9,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.7,296.1,Yes,1,95,5352,Competitor offered higher download speeds,29.610000000000003,0-1 Year,Low,1,Loyal Customers
4614-NUVZD,Anaheim,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.1,81.1,Yes,1,85,2075,Competitor offered more data,40.55,0-1 Year,High,2,At Risk Customers
3803-KMQFW,Brea,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.55,20.55,Yes,1,78,3797,Competitor offered more data,10.275,0-1 Year,Low,1,Loyal Customers
6804-GDMOI,Brea,Female,No,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,106.6,6428.4,Yes,1,68,4183,Competitor offered more data,103.68387096774192,4-6 Years,Very High,0,Champions
9572-MTILT,Fullerton,Male,No,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.75,6252.9,Yes,1,81,4508,Competitor made better offer,104.215,4-6 Years,Very High,0,Champions
9611-CTWIH,Garden Grove,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.45,240.45,Yes,1,84,3591,Competitor made better offer,60.1125,0-1 Year,High,2,At Risk Customers
0329-GTIAJ,Garden Grove,Female,No,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,97.9,315.3,Yes,1,86,4330,Price too high,78.825,0-1 Year,Very High,1,Loyal Customers
6629-CZTTH,Orange,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.7,55.7,Yes,1,79,4629,Product dissatisfaction,27.85,0-1 Year,Medium,1,Loyal Customers
5364-EVNIB,Orange,Male,No,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.8,973.45,Yes,1,75,5067,Service dissatisfaction,69.53214285714286,1-2 Years,High,1,Loyal Customers
5087-SUURX,Yorba Linda,Female,No,Yes,No,18,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.05,669.85,Yes,1,66,2601,Lack of self-service on Website,35.25526315789474,1-2 Years,Medium,2,At Risk Customers
0013-EXCHZ,Camarillo,Female,Yes,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.9,267.4,Yes,1,68,3464,Network reliability,66.85,0-1 Year,High,2,At Risk Customers
5550-VFRLC,Moorpark,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,Yes,1,68,5056,Limited range of services,34.925,0-1 Year,Medium,1,Loyal Customers
4929-BSTRX,Oxnard,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.55,53.55,Yes,1,79,2326,Lack of affordable download/upload speed,26.775,0-1 Year,Medium,2,At Risk Customers
2225-ZRGSG,Piru,Female,No,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),93.9,6579.05,Yes,1,95,6173,Long distance charges,92.66267605633804,4-6 Years,Very High,0,Champions
5271-YNWVR,Santa Paula,Male,No,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.15,7856.0,Yes,1,90,4610,Extra data charges,113.85507246376812,4-6 Years,Very High,0,Champions
2657-ALMWY,Simi Valley,Female,Yes,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.95,2169.75,Yes,1,75,4316,Price too high,80.36111111111111,2-4 Years,High,1,Loyal Customers
6330-JKLPC,Somis,Male,No,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.5,896.9,Yes,1,75,5119,Product dissatisfaction,74.74166666666666,0-1 Year,High,1,Loyal Customers
4667-OHGKG,Summerland,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,19.3,Yes,1,99,4266,Service dissatisfaction,9.65,0-1 Year,Low,1,Loyal Customers
1660-HSOOQ,Santa Barbara,Male,No,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.65,49.65,Yes,1,97,5338,Lack of self-service on Website,24.825,0-1 Year,Medium,1,Loyal Customers
7253-UVNDW,Santa Barbara,Female,No,No,No,46,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),54.35,2460.15,Yes,1,83,2793,Network reliability,52.3436170212766,2-4 Years,Medium,2,At Risk Customers
7228-OMTPN,Santa Barbara,Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.45,370.65,Yes,1,98,2456,Don't know,74.13,0-1 Year,High,2,At Risk Customers
6284-AHOOQ,Avenal,Male,Yes,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.5,1910.6,Yes,1,71,5014,Don't know,83.0695652173913,1-2 Years,Very High,1,Loyal Customers
2344-JMOGN,Buttonwillow,Male,No,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,94.85,890.6,Yes,1,72,3016,Don't know,89.06,0-1 Year,Very High,2,At Risk Customers
3799-ISUZQ,California Hot Springs,Male,No,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.95,529.5,Yes,1,90,3296,Poor expertise of online support,66.1875,0-1 Year,Medium,2,At Risk Customers
1794-HBQTJ,Corcoran,Female,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.6,48.6,Yes,1,83,4207,Poor expertise of phone support,24.3,0-1 Year,Medium,1,Loyal Customers
2460-FPSYH,Exeter,Female,Yes,No,No,40,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.8,2109.35,Yes,1,90,4272,Attitude of support person,51.44756097560976,2-4 Years,Medium,3,Low Value Customers
4818-DRBQT,Farmersville,Male,No,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.15,2265.25,Yes,1,83,5189,Attitude of support person,75.50833333333334,2-4 Years,High,1,Loyal Customers
1320-HTRDR,Fellows,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,220.6,Yes,1,79,5948,Attitude of service provider,55.15,0-1 Year,High,1,Loyal Customers
1493-AMTIE,Ivanhoe,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,Yes,1,87,5394,Attitude of service provider,10.1,0-1 Year,Low,1,Loyal Customers
6424-ELEYH,Lebec,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.75,229.5,Yes,1,65,3972,Attitude of service provider,57.375,0-1 Year,High,1,Loyal Customers
4391-RESHN,Lemon Cove,Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,104.05,2470.1,Yes,1,93,5963,Attitude of support person,102.92083333333332,1-2 Years,Very High,1,Loyal Customers
6821-BUXUX,Maricopa,Female,No,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.65,1244.5,Yes,1,65,2110,Attitude of support person,88.89285714285714,1-2 Years,Very High,2,At Risk Customers
5028-HTLJB,New Cuyama,Male,Yes,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,Yes,1,91,3491,Attitude of support person,10.025,0-1 Year,Low,2,At Risk Customers
9801-GDWGV,Onyx,Female,No,No,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.45,3994.45,Yes,1,83,4811,Attitude of service provider,99.86125,2-4 Years,Very High,0,Champions
2320-JRSDE,Richgrove,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.9,19.9,Yes,1,73,4633,Attitude of service provider,9.95,0-1 Year,Low,1,Loyal Customers
0601-WZHJF,Shafter,Male,No,Yes,No,14,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,46.35,667.7,Yes,1,76,5360,Attitude of service provider,44.513333333333335,1-2 Years,Medium,1,Loyal Customers
5143-WMWOG,Stratford,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.95,19.95,Yes,1,83,2051,Attitude of support person,9.975,0-1 Year,Low,2,At Risk Customers
5393-RXQSZ,Taft,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.6,79.6,Yes,1,98,2199,Attitude of support person,39.8,0-1 Year,High,2,At Risk Customers
0231-LXVAP,Tipton,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.9,75.9,Yes,1,66,3389,Attitude of support person,37.95,0-1 Year,High,2,At Risk Customers
9444-JTXHZ,Tulare,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.2,76.2,Yes,1,83,5973,Don't know,38.1,0-1 Year,High,1,Loyal Customers
5510-BOIUJ,Visalia,Male,No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,19.25,Yes,1,80,5437,Attitude of service provider,9.625,0-1 Year,Low,1,Loyal Customers
