CustomerID,City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,Revenue_Per_Month,Tenure_Group,Charge_Group,Cluster,Customer Segment,Predicted_Churn_Probability
7206-GZCDC,Loleta,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,Yes,1,75,4371,Competitor offered higher download speeds,34.625,0-1 Year,Medium,1,Loyal Customers,0.8596101
1768-ZAIFU,Rio Dell,Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.2,25.2,Yes,1,67,5688,Competitor made better offer,12.6,0-1 Year,Low,1,Loyal Customers,0.745125
2845-HSJCY,Whitethorn,Female,No,Yes,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.25,1258.6,Yes,1,78,4786,Competitor offered higher download speeds,83.90666666666667,1-2 Years,High,1,Loyal Customers,0.7072394
1184-PJVDB,Amador City,Male,No,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,857.2,Yes,1,68,5640,Competitor offered more data,77.92727272727274,0-1 Year,High,1,Loyal Customers,0.7519547
7943-RQCHR,Davis,Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,889.9,Yes,1,83,2893,Competitor offered more data,88.99,0-1 Year,Very High,2,At Risk Customers,0.8027783
3793-MMFUH,Davis,Female,Yes,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05,1290.0,Yes,1,97,2230,Competitor made better offer,92.14285714285714,1-2 Years,Very High,2,At Risk Customers,0.7605803
7249-WBIYX,Elmira,Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.6,813.85,Yes,1,70,5146,Competitor offered more data,73.98636363636363,0-1 Year,High,1,Loyal Customers,0.82682145
6567-HOOPW,Folsom,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.2,79.2,Yes,1,76,4363,Competitor made better offer,39.6,0-1 Year,High,1,Loyal Customers,0.8822737
5419-CONWX,Pleasant Grove,Female,Yes,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.8,442.85,Yes,1,89,2268,Competitor offered more data,88.57000000000001,0-1 Year,Very High,2,At Risk Customers,0.8034417
6960-HVYXR,Rio Linda,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.0,76.0,Yes,1,72,2567,Competitor made better offer,38.0,0-1 Year,High,2,At Risk Customers,0.83029836
7024-OHCCK,Sheridan,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,170.85,Yes,1,72,4193,Don't know,56.95,0-1 Year,Very High,1,Loyal Customers,0.8778646
5357-TZHPP,Wheatland,Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.4,732.5,Yes,1,83,5745,Competitor offered higher download speeds,73.25,0-1 Year,High,1,Loyal Customers,0.72629297
0680-DFNNY,Winters,Male,No,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,1504.05,Yes,1,97,2055,Competitor offered more data,94.003125,1-2 Years,Very High,2,At Risk Customers,0.8162045
7767-UXAGJ,Colfax,Male,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.45,50.45,Yes,1,68,2928,Competitor made better offer,25.225,0-1 Year,Medium,2,At Risk Customers,0.72841847
1571-SAVHK,Meadow Vista,Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.95,1132.75,Yes,1,80,5598,Competitor had better devices,87.13461538461539,0-1 Year,Very High,1,Loyal Customers,0.81700605
9546-CQJSU,Soda Springs,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.4,193.6,Yes,1,80,5100,Competitor had better devices,64.53333333333333,0-1 Year,Very High,1,Loyal Customers,0.84727734
3473-XIIIT,Sacramento,Female,No,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,1534.75,Yes,1,68,3794,Competitor offered higher download speeds,90.27941176470588,1-2 Years,Very High,2,At Risk Customers,0.80396885
2952-QAYZF,Sacramento,Male,No,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.3,424.15,Yes,1,81,2264,Competitor offered more data,70.69166666666666,0-1 Year,High,2,At Risk Customers,0.8056273
7079-QRCBC,Sacramento,Female,No,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,2407.3,Yes,1,85,4016,Competitor had better devices,96.292,1-2 Years,Very High,2,At Risk Customers,0.70199883
9809-IMGCQ,Canyon Dam,Male,Yes,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.7,2082.95,Yes,1,93,4458,Competitor made better offer,90.56304347826088,1-2 Years,Very High,1,Loyal Customers,0.70162284
5240-IJOQT,Grass Valley,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,Yes,1,88,3348,Competitor offered higher download speeds,37.35,0-1 Year,High,2,At Risk Customers,0.8760308
6326-MTTXK,Yuba City,Male,No,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,819.55,Yes,1,97,3849,Attitude of service provider,91.0611111111111,0-1 Year,Very High,2,At Risk Customers,0.7301892
1157-BQCUW,Fall River Mills,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,74.95,Yes,1,82,2591,Attitude of service provider,37.475,0-1 Year,High,2,At Risk Customers,0.87503713
2660-EMUBI,Fort Jones,Male,Yes,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,898.35,Yes,1,75,5353,Attitude of support person,81.66818181818182,0-1 Year,Very High,1,Loyal Customers,0.8056918
3068-OMWZA,Round Mountain,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,88.8,Yes,1,91,3106,Competitor made better offer,44.4,0-1 Year,High,2,At Risk Customers,0.886782
3049-NDXFL,South Lake Tahoe,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.8,85.8,Yes,1,99,2850,Extra data charges,42.9,0-1 Year,High,2,At Risk Customers,0.8332019
8580-AECUZ,Truckee,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.1,79.1,Yes,1,84,5001,Extra data charges,39.55,0-1 Year,High,1,Loyal Customers,0.89426345
0375-HVGXO,Los Angeles,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,34.7,34.7,Yes,1,81,4476,Don't know,17.35,0-1 Year,Low,1,Loyal Customers,0.78221905
8593-WHYHV,Los Angeles,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.3,264.8,Yes,1,67,4934,Don't know,66.2,0-1 Year,High,1,Loyal Customers,0.80229753
0107-YHINA,Los Angeles,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.75,99.75,Yes,1,93,4214,Attitude of support person,49.875,0-1 Year,Very High,1,Loyal Customers,0.9403904
3877-JRJIP,Hawthorne,Male,No,No,No,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.85,59.85,Yes,1,71,4017,Attitude of support person,29.925,0-1 Year,Medium,1,Loyal Customers,0.7128282
8375-DKEBR,Hermosa Beach,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,Yes,1,96,3438,Attitude of support person,34.8,0-1 Year,Medium,2,At Risk Customers,0.85875803
9804-ICWBG,Pacific Palisades,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,Yes,1,88,3349,Attitude of support person,34.95,0-1 Year,Medium,2,At Risk Customers,0.8526747
3198-VELRD,Marina Del Rey,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.75,264.85,Yes,1,100,2014,Attitude of support person,66.2125,0-1 Year,High,2,At Risk Customers,0.806711
9436-ZBZCT,Inglewood,Male,No,No,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.95,1178.4,Yes,1,97,5463,Attitude of support person,78.56,1-2 Years,Very High,1,Loyal Customers,0.7756279
8380-PEFPE,Avalon,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,71.65,Yes,1,93,2377,Attitude of support person,35.825,0-1 Year,High,2,At Risk Customers,0.82846963
9172-ANCRX,Carson,Female,No,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,973.25,Yes,1,68,5561,Attitude of support person,88.47727272727273,0-1 Year,Very High,1,Loyal Customers,0.8017416
6910-HADCM,Long Beach,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.35,76.35,Yes,1,67,5613,Attitude of support person,38.175,0-1 Year,High,1,Loyal Customers,0.891985
2485-ITVKB,Northridge,Female,No,Yes,No,2,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,68.75,Yes,1,78,2643,Attitude of support person,22.916666666666668,0-1 Year,Low,2,At Risk Customers,0.7143624
6702-OHFWR,Reseda,Male,Yes,No,No,1,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,43.3,43.3,Yes,1,91,4972,Don't know,21.65,0-1 Year,Medium,1,Loyal Customers,0.82003653
3494-JCHRQ,Van Nuys,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.05,70.05,Yes,1,69,2699,Attitude of support person,35.025,0-1 Year,Medium,2,At Risk Customers,0.83585334
6474-FVJLC,Sherman Oaks,Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.0,165.45,Yes,1,77,4546,Attitude of support person,55.15,0-1 Year,High,1,Loyal Customers,0.82945174
5054-IEXZT,Jacumba,Male,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,Yes,1,90,5284,Attitude of support person,37.675,0-1 Year,High,1,Loyal Customers,0.84971565
5834-ASPWA,Jamul,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.45,75.45,Yes,1,74,5518,Attitude of support person,37.725,0-1 Year,High,1,Loyal Customers,0.88379043
5445-UTODQ,Del Mar,Female,No,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.1,576.65,Yes,1,87,3238,Don't know,72.08125,0-1 Year,High,2,At Risk Customers,0.7605327
1024-VRZHF,Encinitas,Male,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,825.7,Yes,1,70,2044,Attitude of support person,68.80833333333334,0-1 Year,High,2,At Risk Customers,0.71810097
9497-QCMMS,Escondido,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,93.55,Yes,1,81,5536,Competitor made better offer,46.775,0-1 Year,Very High,1,Loyal Customers,0.93097913
9828-AOQLM,San Marcos,Female,No,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.7,45.7,Yes,1,99,3187,Competitor offered higher download speeds,22.85,0-1 Year,Medium,2,At Risk Customers,0.7131471
8000-REIQB,Santee,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.95,69.95,Yes,1,94,3208,Competitor offered higher download speeds,34.975,0-1 Year,Medium,2,At Risk Customers,0.8538165
8086-OVPWV,San Diego,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.2,181.1,Yes,1,99,2384,Competitor offered higher download speeds,60.36666666666667,0-1 Year,High,2,At Risk Customers,0.8209698
9430-FRQOC,San Diego,Female,No,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,87.1,341.45,Yes,1,80,5587,Competitor offered higher download speeds,68.28999999999999,0-1 Year,High,1,Loyal Customers,0.74649566
3074-GQWYX,San Diego,Male,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,357.75,Yes,1,87,3520,Competitor offered higher download speeds,59.625,0-1 Year,High,2,At Risk Customers,0.7709845
8861-HGGKB,San Diego,Female,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.45,830.85,Yes,1,80,5699,Product dissatisfaction,75.53181818181818,0-1 Year,High,1,Loyal Customers,0.7268902
7065-YUNRY,San Diego,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,45.3,Yes,1,69,3049,Product dissatisfaction,22.65,0-1 Year,Medium,2,At Risk Customers,0.715534
4795-KTRTH,San Diego,Female,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.0,371.65,Yes,1,99,4287,Product dissatisfaction,61.94166666666666,0-1 Year,High,1,Loyal Customers,0.8409902
9172-JITSM,Palm Desert,Female,No,Yes,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.8,2361.8,Yes,1,75,2641,Don't know,87.47407407407408,2-4 Years,Very High,2,At Risk Customers,0.72530586
6356-ELRKD,Rancho Mirage,Female,No,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,95.6,Yes,1,79,4091,Don't know,47.8,0-1 Year,Very High,1,Loyal Customers,0.8931994
3177-LASXD,Westmorland,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.35,71.35,Yes,1,77,2619,Poor expertise of phone support,35.675,0-1 Year,High,2,At Risk Customers,0.7753088
1084-UQCHV,Angelus Oaks,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,69.75,Yes,1,66,2901,Attitude of support person,34.875,0-1 Year,Medium,2,At Risk Customers,0.7400885
9300-RENDD,Cedar Glen,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,79.95,Yes,1,99,4815,Attitude of support person,39.975,0-1 Year,High,1,Loyal Customers,0.8933981
3106-ULWFW,Fontana,Female,No,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.2,627.4,Yes,1,95,2887,Attitude of service provider,69.71111111111111,0-1 Year,High,2,At Risk Customers,0.78842103
9787-XVQIU,Sugarloaf,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.3,75.3,Yes,1,100,3596,Attitude of support person,37.65,0-1 Year,High,2,At Risk Customers,0.87503713
8051-HJRLT,Wrightwood,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.55,70.55,Yes,1,82,2146,Attitude of service provider,35.275,0-1 Year,High,2,At Risk Customers,0.8250234
4021-RQSNY,Moreno Valley,Male,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,3004.15,Yes,1,72,5137,Attitude of service provider,100.13833333333334,2-4 Years,Very High,0,Champions,0.7090224
9061-TIHDA,Murrieta,Male,Yes,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.25,1233.65,Yes,1,97,2982,Attitude of service provider,88.11785714285715,1-2 Years,Very High,2,At Risk Customers,0.7679493
4695-WJZUE,Irvine,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.55,179.25,Yes,1,80,3685,Attitude of support person,59.75,0-1 Year,High,2,At Risk Customers,0.7643877
3988-RQIXO,Corona Del Mar,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.3,91.3,Yes,1,71,2371,Attitude of service provider,45.65,0-1 Year,Very High,2,At Risk Customers,0.8856105
2514-GINMM,Dana Point,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.5,79.5,Yes,1,92,4490,Attitude of service provider,39.75,0-1 Year,High,1,Loyal Customers,0.8937612
4285-GYRQC,Newport Beach,Female,No,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.25,587.1,Yes,1,89,3344,Attitude of support person,73.3875,0-1 Year,High,2,At Risk Customers,0.77948666
7216-EWTRS,Newport Beach,Female,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,100.8,Yes,1,65,3128,Attitude of service provider,50.4,0-1 Year,Very High,2,At Risk Customers,0.938818
7181-BQYBV,Garden Grove,Female,No,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.45,102.45,Yes,1,85,4811,Attitude of service provider,51.225,0-1 Year,Very High,1,Loyal Customers,0.9171308
4529-CKBCL,Ventura,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.2,146.05,Yes,1,85,4381,Attitude of service provider,48.68333333333334,0-1 Year,High,1,Loyal Customers,0.7320745
2506-CLAKW,Ventura,Female,No,No,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.15,567.45,Yes,1,80,3578,Attitude of support person,81.06428571428572,0-1 Year,Very High,2,At Risk Customers,0.73110855
0151-ONTOV,Moorpark,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.9,70.9,Yes,1,78,4739,Attitude of support person,35.45,0-1 Year,High,1,Loyal Customers,0.71408
4140-MUHUG,Oak View,Female,Yes,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,220.95,Yes,1,70,3561,Attitude of service provider,55.2375,0-1 Year,High,2,At Risk Customers,0.7162914
7180-PISOG,Piru,Male,No,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,Yes,1,75,5554,Attitude of service provider,37.25,0-1 Year,High,1,Loyal Customers,0.8957038
1587-FKLZB,Santa Barbara,Male,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.5,6822.15,Yes,1,96,4479,Attitude of support person,101.8231343283582,4-6 Years,Very High,0,Champions,0.8108698
6140-QNRQQ,Santa Barbara,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.55,71.55,Yes,1,98,5739,Attitude of service provider,35.775,0-1 Year,High,1,Loyal Customers,0.7346066
7488-MXJIV,Armona,Female,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,321.65,Yes,1,96,3223,Attitude of support person,64.33,0-1 Year,High,2,At Risk Customers,0.80374664
2027-FECZV,Bodfish,Male,No,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.7,1253.9,Yes,1,92,2406,Attitude of support person,96.45384615384616,0-1 Year,Very High,2,At Risk Customers,0.7319539
2672-DZUOY,Buttonwillow,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.15,25.15,Yes,1,99,5386,Attitude of service provider,12.575,0-1 Year,Low,1,Loyal Customers,0.74052083
1846-XWOQN,Bradley,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,70.15,Yes,1,71,2825,Competitor made better offer,35.075,0-1 Year,Medium,2,At Risk Customers,0.84032416
0235-KGSLC,Buellton,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.55,85.55,Yes,1,86,3967,Moved,42.775,0-1 Year,High,1,Loyal Customers,0.8324833
3722-WPXTK,Benton,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.35,88.35,Yes,1,72,4254,Competitor offered higher download speeds,44.175,0-1 Year,High,1,Loyal Customers,0.8801641
2929-ERCFZ,Independence,Female,No,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,777.3,Yes,1,80,2939,Competitor offered more data,86.36666666666666,0-1 Year,Very High,2,At Risk Customers,0.78799117
7548-SEPYI,Inyokern,Female,No,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.25,512.45,Yes,1,74,5056,Competitor made better offer,85.40833333333335,0-1 Year,Very High,1,Loyal Customers,0.762648
7854-FOKSF,Rosamond,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,35.9,35.9,Yes,1,93,4747,Competitor offered higher download speeds,17.95,0-1 Year,Medium,1,Loyal Customers,0.73665196
7089-IVVAZ,Cantua Creek,Female,No,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.35,847.3,Yes,1,71,2363,Competitor offered more data,94.14444444444445,0-1 Year,Very High,2,At Risk Customers,0.7699717
2205-YMZZJ,Clovis,Male,Yes,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.8,546.95,Yes,1,70,2015,Competitor made better offer,68.36875,0-1 Year,High,2,At Risk Customers,0.76300204
9221-OTIVJ,Dunlap,Female,Yes,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.85,1531.4,Yes,1,86,2292,Product dissatisfaction,102.09333333333332,1-2 Years,Very High,2,At Risk Customers,0.73204714
2609-IAICY,North Fork,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.15,77.15,Yes,1,79,2756,Limited range of services,38.575,0-1 Year,High,2,At Risk Customers,0.8924804
9921-ZVRHG,Traver,Female,No,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.45,1072.0,Yes,1,94,4155,Service dissatisfaction,71.46666666666667,1-2 Years,High,1,Loyal Customers,0.7097863
3707-GNWHM,Carmel Valley,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.25,74.25,Yes,1,93,4750,Don't know,37.125,0-1 Year,High,1,Loyal Customers,0.82590526
8245-UMPYT,Lockwood,Female,Yes,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.4,1581.2,Yes,1,80,2688,Poor expertise of phone support,93.01176470588236,1-2 Years,Very High,2,At Risk Customers,0.7381833
5186-SAMNZ,Marina,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.5,69.5,Yes,1,77,3273,Price too high,34.75,0-1 Year,Medium,2,At Risk Customers,0.7985892
8931-GJJIQ,Burlingame,Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.3,803.3,Yes,1,97,3520,Lack of self-service on Website,80.33,0-1 Year,High,2,At Risk Customers,0.74209875
4910-GMJOT,San Francisco,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,94.6,Yes,1,96,4033,Don't know,47.3,0-1 Year,Very High,1,Loyal Customers,0.9191396
7576-OYWBN,San Mateo,Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,231.8,Yes,1,67,2930,Price too high,57.95,0-1 Year,High,2,At Risk Customers,0.74343616
5539-TMZLF,Concord,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,69.75,Yes,1,69,5057,Product dissatisfaction,34.875,0-1 Year,Medium,1,Loyal Customers,0.864156
0137-OCGAB,Fairfield,Female,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.2,80.2,Yes,1,90,3056,Lack of affordable download/upload speed,40.1,0-1 Year,High,2,At Risk Customers,0.8540172
6861-XWTWQ,Napa,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.25,665.45,Yes,1,90,2487,Lack of self-service on Website,83.18125,0-1 Year,Very High,2,At Risk Customers,0.89961255
6877-TJMBR,Orinda,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,84.8,84.8,Yes,1,80,2627,Network reliability,42.4,0-1 Year,High,2,At Risk Customers,0.7387106
2725-KXXWT,Vallejo,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.75,90.75,Yes,1,86,5460,Lack of self-service on Website,45.375,0-1 Year,Very High,1,Loyal Customers,0.8536409
8348-HFYIV,Oakland,Male,No,No,No,2,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.25,90.35,Yes,1,90,5775,Limited range of services,30.116666666666664,0-1 Year,Medium,1,Loyal Customers,0.78508365
